"table_name"	"ordinal"	"column_name"	"type_name"	"max_length"	"precision"	"scale"	"is_nullable"	"is_identity"	"is_pk"	"pk_name"	"default_definition"
"THEROTABLE"	"7"	"dwMonthPoint"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"8"	"wMonthWin"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"9"	"wMonthLose"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"10"	"dwTotalWin"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"11"	"dwTotalLose"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"12"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"13"	"szName"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"14"	"bCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"15"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"16"	"bClass"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"17"	"bRace"	"char"	"10"	"0"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"18"	"bSex"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"19"	"bHair"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"20"	"bFace"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"21"	"szGuild"	"varchar"	"50"	"0"	"0"	"0"	"0"	"0"		
"THEROTABLE"	"22"	"szSay"	"varchar"	"256"	"0"	"0"	"0"	"0"	"0"		"('')"
"THOTKEYTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"2"	"bInvenID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"3"	"bType1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"4"	"wID1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"5"	"bType2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"6"	"wID2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"7"	"bType3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"8"	"wID3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"9"	"bType4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"10"	"wID4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"11"	"bType5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"12"	"wID5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"13"	"bType6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"14"	"wID6"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"15"	"bType7"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"16"	"wID7"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"17"	"bType8"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"18"	"wID8"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"19"	"bType9"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"20"	"wID9"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"21"	"bType10"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"22"	"wID10"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"23"	"bType11"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"24"	"wID11"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"25"	"bType12"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"THOTKEYTABLE"	"26"	"wID12"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TINDUNCHART"	"1"	"wMapID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TINDUNCH__4713A8584F6A2379"	
"TINDUNCHART"	"2"	"wInSpawn"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TINDUNCH__4713A8584F6A2379"	
"TINDUNCHART"	"3"	"wOutSpawn_D"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TINDUNCH__4713A8584F6A2379"	
"TINDUNCHART"	"4"	"wOutSpawn_C"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TINDUNCH__4713A8584F6A2379"	
"TINVENTABLE"	"1"	"dwCharID"	"int"	"4"	"10"	"0"	"0"	"0"	"1"	"PK__TINVENTA__688A92BB6A924FAA"	
"TINVENTABLE"	"2"	"bInvenID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"1"	"PK__TINVENTA__688A92BB6A924FAA"	
"TINVENTABLE"	"3"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TINVENTA__688A92BB6A924FAA"	
"TINVENTABLE"	"4"	"dEndTime"	"smalldatetime"	"4"	"16"	"0"	"0"	"0"	"0"	"PK__TINVENTA__688A92BB6A924FAA"	
"TINVENTABLE"	"5"	"bELD"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TINVENTA__688A92BB6A924FAA"	"((0))"
"TINVENTOURNAMENTCHART"	"1"	"bInvenID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TINVENTOURNAMENTCHART"	"2"	"wItemID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TINVENTOURNAMENTCHART"	"3"	"bELD"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMATTRCHART"	"1"	"wID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"2"	"bKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"3"	"bGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"4"	"wMinAP"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"5"	"wMaxAP"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"6"	"wDP"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"7"	"wMinMAP"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"8"	"wMaxMAP"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"9"	"wMDP"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMATTRCHART"	"10"	"bBlockProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMATT__30FE57432CAAF721"	
"TITEMCHANGE"	"1"	"bStorageType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"2"	"dwStorageID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"3"	"bOwnerType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"4"	"dwOwnerID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"5"	"bItemID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"6"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"7"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"8"	"bCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"9"	"bGLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"10"	"dwDuraMax"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"11"	"dwDuraCur"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"12"	"bRefineCur"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"13"	"bMagic1"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"14"	"bMagic2"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"15"	"bMagic3"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"16"	"bMagic4"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"17"	"bMagic5"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"18"	"bMagic6"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"19"	"wValue1"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"20"	"wValue2"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"21"	"wValue3"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"22"	"wValue4"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"23"	"wValue5"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"24"	"wValue6"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"25"	"dwTime1"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"26"	"dwTime2"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"27"	"dwTime3"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"28"	"dwTime4"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"29"	"dwTime5"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHANGE"	"30"	"dwTime6"	"int"	"4"	"10"	"0"	"0"	"0"	"0"		
"TITEMCHART"	"1"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"2"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"3"	"bKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"4"	"szNAME"	"nvarchar"	"200"	"0"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"5"	"wAttrID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"6"	"wUseValue"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"7"	"dwSlotID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"8"	"dwClassID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"9"	"bPrmSlotID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"10"	"bSubSlotID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"11"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"12"	"fPrice"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"13"	"bIsSell"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"14"	"bMinRange"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"15"	"bMaxRange"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"16"	"bStack"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"17"	"bEquipSkill"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"18"	"bSlotCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"19"	"bUseItemKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"20"	"bUseItemCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"21"	"bGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"22"	"wUseTime"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"23"	"bUseType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"24"	"bCanGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"25"	"bCanMagic"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"26"	"bCanRare"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"27"	"bDropLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"28"	"dwSpeedInc"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"29"	"bItemCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"30"	"bIsSpecial"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"31"	"dwDelay"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"32"	"fRevision"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"33"	"fMRevision"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"34"	"fAtRate"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"35"	"fMAtRate"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"36"	"bCanGamble"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"37"	"wItemProb_G"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"38"	"bDestroyProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"39"	"bGambleProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"40"	"dwDuraMax"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"41"	"bRefineMax"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"42"	"bCanRepair"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"43"	"wDelayGroupID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"44"	"wWeight"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"45"	"bGroupID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"46"	"bInitState"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"47"	"bCanWrap"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"48"	"dwCode"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"49"	"bCanColor"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"50"	"fPvPrice"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART"	"51"	"bConsumable"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	
"TITEMCHART"	"52"	"wExpandValue"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A3448280B2"	"((0))"
"TITEMCHART_bak"	"1"	"wItemID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"1"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"2"	"bType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"3"	"bKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"4"	"szNAME"	"nvarchar"	"200"	"0"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"5"	"wAttrID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"6"	"wUseValue"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"7"	"dwSlotID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"8"	"dwClassID"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"9"	"bPrmSlotID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"10"	"bSubSlotID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"11"	"bLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"12"	"fPrice"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"13"	"bIsSell"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"14"	"bMinRange"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"15"	"bMaxRange"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"16"	"bStack"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"17"	"bEquipSkill"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"18"	"bSlotCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"19"	"bUseItemKind"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"20"	"bUseItemCount"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"21"	"bGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"22"	"wUseTime"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"23"	"bUseType"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"24"	"bCanGrade"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"25"	"bCanMagic"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"26"	"bCanRare"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"27"	"bDropLevel"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"28"	"dwSpeedInc"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"29"	"bItemCountry"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"30"	"bIsSpecial"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"31"	"dwDelay"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"32"	"fRevision"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"33"	"fMRevision"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"34"	"fAtRate"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"35"	"fMAtRate"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"36"	"bCanGamble"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"37"	"wItemProb_G"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"38"	"bDestroyProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"39"	"bGambleProb"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"40"	"dwDuraMax"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"41"	"bRefineMax"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"42"	"bCanRepair"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"43"	"wDelayGroupID"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"44"	"wWeight"	"smallint"	"2"	"5"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"45"	"bGroupID"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"46"	"bInitState"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	
"TITEMCHART_bak"	"47"	"bCanWrap"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"48"	"dwCode"	"int"	"4"	"10"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"49"	"bCanColor"	"tinyint"	"1"	"3"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
"TITEMCHART_bak"	"50"	"fPvPrice"	"float"	"8"	"53"	"0"	"0"	"0"	"0"	"PK__TITEMCHA__7BC077A32E092FAE"	"((0))"
